source,id,title,agencies,publication_date,type,comments_close_on,html_url
FR,2024-29633,"Self-Regulatory Organizations; Nasdaq BX, Inc.; Notice of Filing and Immediate Effectiveness of Proposed Rule Change To Amend Certain Fees Based on the Rate of Inflation",Securities and Exchange Commission,2024-12-17,Notice,,https://www.federalregister.gov/documents/2024/12/17/2024-29633/self-regulatory-organizations-nasdaq-bx-inc-notice-of-filing-and-immediate-effectiveness-of-proposed
FR,2024-29632,Self-Regulatory Organizations; Nasdaq PHLX LLC; Notice of Filing and Immediate Effectiveness of Proposed Rule Change To Amend Certain Fees Based on the Rate of Inflation,Securities and Exchange Commission,2024-12-17,Notice,,https://www.federalregister.gov/documents/2024/12/17/2024-29632/self-regulatory-organizations-nasdaq-phlx-llc-notice-of-filing-and-immediate-effectiveness-of
FR,2024-29522,"Standard Instrument Approach Procedures, and Takeoff Minimums and Obstacle Departure Procedures; Miscellaneous Amendments","Transportation Department, Federal Aviation Administration",2024-12-16,Rule,,https://www.federalregister.gov/documents/2024/12/16/2024-29522/standard-instrument-approach-procedures-and-takeoff-minimums-and-obstacle-departure-procedures
FR,2024-29518,"Standard Instrument Approach Procedures, and Takeoff Minimums and Obstacle Departure Procedures; Miscellaneous Amendments","Transportation Department, Federal Aviation Administration",2024-12-16,Rule,,https://www.federalregister.gov/documents/2024/12/16/2024-29518/standard-instrument-approach-procedures-and-takeoff-minimums-and-obstacle-departure-procedures
FR,2024-29151,Self-Regulatory Organizations; The Nasdaq Stock Market LLC; Notice of Filing and Immediate Effectiveness of Proposed Rule Change To Amend Certain Fees Based on the Rate of Inflation,Securities and Exchange Commission,2024-12-12,Notice,,https://www.federalregister.gov/documents/2024/12/12/2024-29151/self-regulatory-organizations-the-nasdaq-stock-market-llc-notice-of-filing-and-immediate
FR,2024-29045,"Self-Regulatory Organizations; Cboe BYX Exchange, Inc.; Notice of Filing and Immediate Effectiveness of a Proposed Rule Change To Amend Its Fee Schedule Regarding Dedicated Cores",Securities and Exchange Commission,2024-12-11,Notice,,https://www.federalregister.gov/documents/2024/12/11/2024-29045/self-regulatory-organizations-cboe-byx-exchange-inc-notice-of-filing-and-immediate-effectiveness-of
FR,2024-29043,"Self-Regulatory Organizations; Cboe BZX Exchange, Inc.; Notice of Filing and Immediate Effectiveness of a Proposed Rule Change To Amend Its Fee Schedule Regarding Dedicated Cores",Securities and Exchange Commission,2024-12-11,Notice,,https://www.federalregister.gov/documents/2024/12/11/2024-29043/self-regulatory-organizations-cboe-bzx-exchange-inc-notice-of-filing-and-immediate-effectiveness-of
FR,2024-29042,"Self-Regulatory Organizations; Cboe EDGX Exchange, Inc.; Notice of Filing and Immediate Effectiveness of a Proposed Rule Change To Amend Its Fee Schedule Regarding Dedicated Cores",Securities and Exchange Commission,2024-12-11,Notice,,https://www.federalregister.gov/documents/2024/12/11/2024-29042/self-regulatory-organizations-cboe-edgx-exchange-inc-notice-of-filing-and-immediate-effectiveness-of
FR,2024-29041,"Self-Regulatory Organizations; Cboe EDGA Exchange, Inc.; Notice of Filing and Immediate Effectiveness of a Proposed Rule Change To Amend Its Fee Schedule Regarding Dedicated Cores",Securities and Exchange Commission,2024-12-11,Notice,,https://www.federalregister.gov/documents/2024/12/11/2024-29041/self-regulatory-organizations-cboe-edga-exchange-inc-notice-of-filing-and-immediate-effectiveness-of
FR,2024-28972,Proposed Collection; Comment Request,Defense Department,2024-12-10,Notice,,https://www.federalregister.gov/documents/2024/12/10/2024-28972/proposed-collection-comment-request
FR,2024-28959,Privacy Act of 1974; System of Records,Veterans Affairs Department,2024-12-10,Notice,,https://www.federalregister.gov/documents/2024/12/10/2024-28959/privacy-act-of-1974-system-of-records
FR,2024-28937,"Standard Instrument Approach Procedures, and Takeoff Minimums and Obstacle Departure Procedures; Miscellaneous Amendments","Transportation Department, Federal Aviation Administration",2024-12-10,Rule,,https://www.federalregister.gov/documents/2024/12/10/2024-28937/standard-instrument-approach-procedures-and-takeoff-minimums-and-obstacle-departure-procedures
FR,2024-28936,"Standard Instrument Approach Procedures, and Takeoff Minimums and Obstacle Departure Procedures; Miscellaneous Amendments","Transportation Department, Federal Aviation Administration",2024-12-10,Rule,,https://www.federalregister.gov/documents/2024/12/10/2024-28936/standard-instrument-approach-procedures-and-takeoff-minimums-and-obstacle-departure-procedures
FR,2024-28574,Agency Information Collection Activities; Submission to the Office of Management and Budget for Review and Approval; Comment Request; Servicemembers Civil Relief Act (SCRA): Interest Rate Limitation Request,Education Department,2024-12-06,Notice,,https://www.federalregister.gov/documents/2024/12/06/2024-28574/agency-information-collection-activities-submission-to-the-office-of-management-and-budget-for
FR,2024-28551,"In the Matter of the Application of 24X National Exchange LLC for Registration as a National Securities Exchange; Findings, Opinion, and Order of the Commission",Securities and Exchange Commission,2024-12-06,Notice,,https://www.federalregister.gov/documents/2024/12/06/2024-28551/in-the-matter-of-the-application-of-24x-national-exchange-llc-for-registration-as-a-national
FR,2024-28322,Proposed Data Collection Submitted for Public Comment and Recommendations,"Health and Human Services Department, Centers for Disease Control and Prevention",2024-12-03,Notice,,https://www.federalregister.gov/documents/2024/12/03/2024-28322/proposed-data-collection-submitted-for-public-comment-and-recommendations
FR,2024-28258,Self-Regulatory Organizations; The Nasdaq Stock Market LLC; Order Disapproving Proposed Rule Change To Increase Fees for Certain Market Data and Connectivity Products and To Maintain the Current Fees for Such Products if Members Meet a Minimum Average Daily Displayed Volume Threshold,Securities and Exchange Commission,2024-12-03,Notice,,https://www.federalregister.gov/documents/2024/12/03/2024-28258/self-regulatory-organizations-the-nasdaq-stock-market-llc-order-disapproving-proposed-rule-change-to
FR,2024-28029,Privacy Act of 1974; Matching Program,Veterans Affairs Department,2024-11-29,Notice,,https://www.federalregister.gov/documents/2024/11/29/2024-28029/privacy-act-of-1974-matching-program
FR,2024-27636,Guideline on Air Quality Models; Enhancements to the AERMOD Dispersion Modeling System,Environmental Protection Agency,2024-11-29,Rule,,https://www.federalregister.gov/documents/2024/11/29/2024-27636/guideline-on-air-quality-models-enhancements-to-the-aermod-dispersion-modeling-system
FR,2024-27760,Self-Regulatory Organizations; Nasdaq PHLX LLC; Notice of Filing and Immediate Effectiveness of Proposed Rule Change To Amend Its Fees for Connectivity and Co-Location Services,Securities and Exchange Commission,2024-11-27,Notice,,https://www.federalregister.gov/documents/2024/11/27/2024-27760/self-regulatory-organizations-nasdaq-phlx-llc-notice-of-filing-and-immediate-effectiveness-of
FR,2024-27759,Self-Regulatory Organizations; The Nasdaq Stock Market LLC; Notice of Filing and Immediate Effectiveness of Proposed Rule Change To Amend Its Fees for Connectivity and Co-Location Services,Securities and Exchange Commission,2024-11-27,Notice,,https://www.federalregister.gov/documents/2024/11/27/2024-27759/self-regulatory-organizations-the-nasdaq-stock-market-llc-notice-of-filing-and-immediate
FR,2024-27758,"Self-Regulatory Organizations; Nasdaq BX, Inc.; Notice of Filing and Immediate Effectiveness of Proposed Rule Change To Amend Its Fees for Connectivity and Co-Location Services",Securities and Exchange Commission,2024-11-27,Notice,,https://www.federalregister.gov/documents/2024/11/27/2024-27758/self-regulatory-organizations-nasdaq-bx-inc-notice-of-filing-and-immediate-effectiveness-of-proposed
FR,2024-27757,"Self-Regulatory Organizations; Nasdaq GEMX, LLC; Notice of Filing and Immediate Effectiveness of Proposed Rule Change To Amend Its Fees for Connectivity and Co-Location Services",Securities and Exchange Commission,2024-11-27,Notice,,https://www.federalregister.gov/documents/2024/11/27/2024-27757/self-regulatory-organizations-nasdaq-gemx-llc-notice-of-filing-and-immediate-effectiveness-of
FR,2024-27756,"Self-Regulatory Organizations; Nasdaq ISE, LLC; Notice of Filing and Immediate Effectiveness of Proposed Rule Change To Amend Its Fees for Connectivity and Co-Location Services",Securities and Exchange Commission,2024-11-27,Notice,,https://www.federalregister.gov/documents/2024/11/27/2024-27756/self-regulatory-organizations-nasdaq-ise-llc-notice-of-filing-and-immediate-effectiveness-of
FR,2024-27755,"Self-Regulatory Organizations; Nasdaq MRX, LLC; Notice of Filing and Immediate Effectiveness of Proposed Rule Change To Amend its Fees for Connectivity and Co-location Services",Securities and Exchange Commission,2024-11-27,Notice,,https://www.federalregister.gov/documents/2024/11/27/2024-27755/self-regulatory-organizations-nasdaq-mrx-llc-notice-of-filing-and-immediate-effectiveness-of
FR,2024-27679,Supplemental Evidence and Data Request on Prehospital EMS Blood Transfusion and Fluid Interventions for Hemorrhagic Shock,"Health and Human Services Department, Agency for Healthcare Research and Quality",2024-11-26,Notice,,https://www.federalregister.gov/documents/2024/11/26/2024-27679/supplemental-evidence-and-data-request-on-prehospital-ems-blood-transfusion-and-fluid-interventions
FR,2024-27163,Privacy Act of 1974; System of Records,"Energy Department, Federal Energy Regulatory Commission",2024-11-21,Notice,,https://www.federalregister.gov/documents/2024/11/21/2024-27163/privacy-act-of-1974-system-of-records
FR,2024-27062,"Standard Instrument Approach Procedures, and Takeoff Minimums and Obstacle Departure Procedures; Miscellaneous Amendments","Transportation Department, Federal Aviation Administration",2024-11-21,Rule,,https://www.federalregister.gov/documents/2024/11/21/2024-27062/standard-instrument-approach-procedures-and-takeoff-minimums-and-obstacle-departure-procedures
FR,2024-27061,"Standard Instrument Approach Procedures, and Takeoff Minimums and Obstacle Departure Procedures; Miscellaneous Amendments","Transportation Department, Federal Aviation Administration",2024-11-21,Rule,,https://www.federalregister.gov/documents/2024/11/21/2024-27061/standard-instrument-approach-procedures-and-takeoff-minimums-and-obstacle-departure-procedures
FR,2024-27016,Self-Regulatory Organizations; New York Stock Exchange LLC; Notice of Filing and Immediate Effectiveness of Proposed Rule Change To Amend the NYSE Proprietary Market Data Fee Schedule To Establish an Access Fee for the NYSE Pillar Depth Data Feed,Securities and Exchange Commission,2024-11-20,Notice,,https://www.federalregister.gov/documents/2024/11/20/2024-27016/self-regulatory-organizations-new-york-stock-exchange-llc-notice-of-filing-and-immediate
FR,2024-27011,"Statement of Organization, Functions, and Delegations of Authority","Health and Human Services Department, Food and Drug Administration",2024-11-20,Notice,,https://www.federalregister.gov/documents/2024/11/20/2024-27011/statement-of-organization-functions-and-delegations-of-authority
FR,2024-26783,Supplemental Evidence and Data Request on Dietary Total Fat Intake and Dietary Polyunsaturated Fatty Acid Intake and Child Growth and Development Outcomes: A Systematic Review,"Health and Human Services Department, Agency for Healthcare Research and Quality",2024-11-18,Notice,,https://www.federalregister.gov/documents/2024/11/18/2024-26783/supplemental-evidence-and-data-request-on-dietary-total-fat-intake-and-dietary-polyunsaturated-fatty
FR,2025-16361,"Self-Regulatory Organizations; NYSE Texas, Inc.; Notice of Filing and Immediate Effectiveness of Proposed Rule Change To Amend the Fee Schedule of NYSE Texas, Inc.",Securities and Exchange Commission,2025-08-27,Notice,,https://www.federalregister.gov/documents/2025/08/27/2025-16361/self-regulatory-organizations-nyse-texas-inc-notice-of-filing-and-immediate-effectiveness-of
FR,2025-16288,"Self-Regulatory Organizations; NYSE Texas, Inc.; Notice of Filing and Immediate Effectiveness of Proposed Rule Change To Amend the Fee Schedule of NYSE Texas, Inc.",Securities and Exchange Commission,2025-08-26,Notice,,https://www.federalregister.gov/documents/2025/08/26/2025-16288/self-regulatory-organizations-nyse-texas-inc-notice-of-filing-and-immediate-effectiveness-of
FR,2025-13377,"Self-Regulatory Organizations; NYSE Texas, Inc.; Notice of Filing and Immediate Effectiveness of Proposed Rule Change To Amend the Fee Schedule of NYSE Texas, Inc. To Harmonize the Manner in Which the Exchange Charges for Ports That Provide Connectivity to the Exchange",Securities and Exchange Commission,2025-07-17,Notice,,https://www.federalregister.gov/documents/2025/07/17/2025-13377/self-regulatory-organizations-nyse-texas-inc-notice-of-filing-and-immediate-effectiveness-of
FR,2025-07033,"CME Securities Clearing, Inc.; Order Instituting Proceedings To Determine Whether To Grant or Deny an Application for Registration as a Clearing Agency Under Section 17A of the Securities Exchange Act of 1934",Securities and Exchange Commission,2025-04-24,Notice,,https://www.federalregister.gov/documents/2025/04/24/2025-07033/cme-securities-clearing-inc-order-instituting-proceedings-to-determine-whether-to-grant-or-deny-an
FR,2025-02655,Implementation of Additional Due Diligence Measures for Advanced Computing Integrated Circuits; Amendments and Clarifications; and Extension of Comment Period; Correction,"Commerce Department, Industry and Security Bureau",2025-02-14,Rule,,https://www.federalregister.gov/documents/2025/02/14/2025-02655/implementation-of-additional-due-diligence-measures-for-advanced-computing-integrated-circuits
